"","name","pweight_x","pweight_y","pop11","number_lsoa","type","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osmnm","imputed_osmm"
"351","Blaydon BUASD",418032.717817584,562520.765089645,13896,9,"buasd",418032.717817584,562520.765089645,"Origin",NA,NA,"Abertillery"
"352","Bletchley BUASD",486396.804373181,233522.26166111,37342,23,"buasd",487189.357043725,233646.325060916,"town",802.204127861017,NA,"Bletchley"
"353","Blofield BUASD",633400.311277961,309643.539644017,1323,1,"buasd",633400.311277961,309643.539644017,"Origin",NA,NA,"Abertillery"
"354","Bloxwich BUASD",400145.341211226,301744.317944909,47105,29,"buasd",399760.883203184,301974.052236408,"town",447.868066106925,NA,"Bloxwich"
"355","Blunsdon St Andrew BUASD",413863.529691124,189594.665471695,1655,1,"buasd",413863.529691124,189594.665471695,"Origin",NA,NA,"Abertillery"
"356","Bodicote BUASD",446289.925400334,237744.829621262,2126,1,"buasd",446289.925400334,237744.829621262,"Origin",NA,NA,"Abertillery"
"357","Bollington BUASD",393076.060963071,377449.971421246,7593,5,"buasd",392712.798638602,377396.828930075,"town",367.128915704704,NA,"Bollington"
"358","Bolton BUASD",371552.170238413,409161.860830565,194249,123,"buasd",371699.571902918,409096.433712179,"town",161.269831398233,NA,"Bolton"
"359","Bolton Upon Dearne BUASD",445190.228998038,402724.599891928,7460,5,"buasd",445564.71609602,402705.274563925,"town",374.98540619212,NA,"Bolton upon Dearne"
"360","Bootle BUASD",334906.368523866,397250.677351994,53496,39,"buasd",334026.775518044,395342.436573792,"town",2101.20601643049,NA,"Bootle"
"361","Bordon BUASD",479912.632197979,135249.262646817,16050,10,"buasd",479949.779068858,135043.158351985,"town",209.425094876711,NA,"Bordon"
"362","Borehamwood BUASD",519532.82822312,196963.163313406,35348,21,"buasd",519712.85111187,197160.41333742,"town",267.050205855773,NA,"Borehamwood"
"363","Borough Green BUASD",561385.736544433,157267.60501371,5351,3,"buasd",561385.736544433,157267.60501371,"Origin",NA,NA,"Abertillery"
"364","Boroughbridge BUASD",439627.380213191,466310.373626651,3104,2,"buasd",439685.269118585,466662.417257886,"town",356.771416541537,NA,"Boroughbridge"
"365","Borrowash BUASD",442204.457615413,334898.991667456,7335,5,"buasd",442204.457615413,334898.991667456,"Origin",NA,NA,"Abertillery"
"366","Boston Spa BUASD",442591.613333148,445437.83496999,4336,3,"buasd",442591.613333148,445437.83496999,"Origin",NA,NA,"Abertillery"
"367","Bottom Boat BUASD",435778.304640732,424932.484270092,1435,1,"buasd",435778.304640732,424932.484270092,"Origin",NA,NA,"Abertillery"
"368","Bournemouth BUASD",409739.089648277,93415.8536226585,187642,113,"buasd",408795.521359919,91101.8721734107,"town",2498.96603863627,NA,"Bournemouth"
"369","Bournmoor BUASD",431141.300942724,551155.56872486,1481,1,"buasd",431141.300942724,551155.56872486,"Origin",NA,NA,"Abertillery"
"370","Bovingdon BUASD",501318.118857413,203419.219531582,5801,4,"buasd",501318.118857413,203419.219531582,"Origin",NA,NA,"Abertillery"
"371","Bowness-on-Windermere BUASD",340410.408349486,496663.710215949,1975,1,"buasd",340375.370300824,497126.661035745,"town",464.274839296833,NA,"Bowness on Windermere"
"372","Box BUASD",382649.040324676,168589.663990479,2817,2,"buasd",382649.040324676,168589.663990479,"Origin",NA,NA,"Abertillery"
"373","Boxted BUASD",599653.447843669,231565.422559784,2079,1,"buasd",599653.447843669,231565.422559784,"Origin",NA,NA,"Abertillery"
"374","Bracknell BUASD",486976.095494435,168555.005862235,76674,50,"buasd",487374.311326633,169117.21503121,"town",688.952101886031,NA,"Bracknell"
"375","Bradford BUASD",415616.101791627,432595.457037184,353358,206,"buasd",416439.671171541,433152.098131195,"city",994.040155664292,NA,"Bradford"
"376","Bradley BUASD",332499.487810173,353977.083716975,1390,1,"buasd",332499.487810173,353977.083716975,"Origin",NA,NA,"Abertillery"
"377","Braintree BUASD",576338.388998763,223122.141624452,38930,22,"buasd",575629.552575361,223122.862606418,"town",708.836790070133,NA,"Braintree"
"378","Bramford BUASD",612419.462997864,246656.544048951,2715,2,"buasd",612419.462997864,246656.544048951,"Origin",NA,NA,"Abertillery"
"379","Bramhall BUASD",389307.574042252,385649.530969286,18344,13,"buasd",389307.574042252,385649.530969286,"Origin",NA,NA,"Abertillery"
"380","Bramley BUASD",501398.138904147,145033.95430563,5010,3,"buasd",501398.138904147,145033.95430563,"Origin",NA,NA,"Abertillery"
"381","Braunton BUASD",248620.071624208,136669.384136639,8128,5,"buasd",248806.827063076,136559.021642946,"town",216.927347194231,NA,"Braunton"
"382","Brayton BUASD",459936.732937408,430590.981767576,2877,2,"buasd",459936.732937408,430590.981767576,"Origin",NA,NA,"Abertillery"
"383","Breaston BUASD",445386.852424511,333544.088651013,7545,5,"buasd",445386.852424511,333544.088651013,"Origin",NA,NA,"Abertillery"
"384","Brent BUASD",520719.088578991,185531.887420243,311215,173,"buasd",518254.759244914,185183.527022735,"town",2488.82985222841,NA,"Wembley"
"385","Bridgend BUASD",290628.6745115,180247.853302455,47991,29,"buasd",290737.053519368,179627.558369494,"town",629.691839873428,NA,"Bridgend"
"386","Bridgnorth BUASD",371398.171091546,293165.547652064,10436,7,"buasd",371647.552410474,293049.262140121,"town",275.160612221142,NA,"Bridgnorth"
"387","Bridlington BUASD",517972.663850491,467685.714488074,35598,23,"buasd",518069.898812256,467195.484074494,"town",499.78044798573,NA,"Bridlington"
"388","Brierfield BUASD",385067.29414716,436265.357696712,10153,7,"buasd",384759.069092648,436583.671081502,"town",443.08700631495,NA,"Brierfield"
"389","Brierley Hill BUASD",391790.797525351,286313.003492972,30204,19,"buasd",391790.797525351,286313.003492972,"Origin",NA,NA,"Abertillery"
"390","Brighouse BUASD",414012.600498978,423351.528672164,32694,21,"buasd",414599.119018568,422946.073028289,"town",713.020513710477,NA,"Brighouse"
"391","Brighton and Hove BUASD",530573.299523016,105757.021484868,229247,138,"buasd",531292.349266132,104152.623792375,"city",1758.15940368089,NA,"Brighton"
"392","Brightwell-cum-Sotwell BUASD",458255.470573775,190988.642009761,1223,1,"buasd",457856.567467285,190898.441343829,"townhall",408.974141605134,NA,"Stuart Village Hall"
"393","Brinscall BUASD",362527.056330514,421574.957231378,1388,1,"buasd",362527.056330514,421574.957231378,"Origin",NA,NA,"Abertillery"
"394","Brinsley BUASD",446672.334964475,350227.137065682,5280,4,"buasd",446672.334964475,350227.137065682,"Origin",NA,NA,"Abertillery"
"395","Bristol BUASD",360618.541418136,173724.801300436,532761,331,"buasd",358593.532237149,172927.195954465,"city",2176.42745594772,NA,"Bristol"
"396","Briston BUASD",606029.121901366,332626.303488588,2439,1,"buasd",606029.121901366,332626.303488588,"Origin",NA,NA,"Abertillery"
"397","Broad Blunsdon BUASD",415096.340240964,190783.86112136,1644,1,"buasd",415096.340240964,190783.86112136,"Origin",NA,NA,"Abertillery"
"398","Broad Oak (Rother) BUASD",582593.242404686,119908.031482965,1526,1,"buasd",582593.242404686,119908.031482965,"Origin",NA,NA,"Abertillery"
"399","Broadbridge Heath BUASD",514814.259471164,131330.525174838,3112,2,"buasd",514814.259471164,131330.525174838,"Origin",NA,NA,"Abertillery"
"400","Broadstairs BUASD",638733.496200866,168110.346470205,22756,16,"buasd",639407.282310347,167760.477112988,"town",759.207671489994,NA,"Broadstairs"
"401","Bromley BUASD",541321.449388072,167843.719339125,305990,195,"buasd",540245.382277328,169011.851905858,"town",1588.22357377265,NA,"Bromley"
"402","Bromsgrove BUASD",395955.032090637,270352.986713161,33576,19,"buasd",396026.050238975,270812.431124079,"town",464.900789542099,NA,"Bromsgrove"
"403","Brookwood BUASD",495527.798231982,157126.547258849,2565,2,"buasd",495527.798231982,157126.547258849,"Origin",NA,NA,"Abertillery"
"404","Broomhall/Windlesham/Virginia Water BUASD",495694.799880779,167002.647514453,24146,15,"buasd",495694.799880779,167002.647514453,"Origin",NA,NA,"Abertillery"
"405","Broseley BUASD",367578.094286796,301852.21988878,4169,3,"buasd",367411.205944331,301840.755127954,"town",167.281677393374,NA,"Broseley"
"406","Brough BUASD",494825.871541558,427019.644161891,12472,7,"buasd",494825.871541558,427019.644161891,"Origin",NA,NA,"Abertillery"
"407","Brownhills BUASD",404964.951417322,304535.426458542,20307,13,"buasd",404688.704747452,305500.15130924,"town",1003.4970155253,NA,"Brownhills"
"408","Brundall BUASD",632433.988284275,308514.719959458,4649,3,"buasd",632460.356303418,308681.672621737,"townhall",169.022081029121,NA,NA
"409","Brynamman BUASD",271302.168491431,214299.723667383,1424,1,"buasd",271342.096487467,214266.27271503,"town",52.0884927868401,NA,"Brynaman"
"410","Brynmawr BUASD",318876.761235335,211888.552638399,5530,4,"buasd",319137.381803549,211718.104911024,"town",311.408908580906,NA,"Brynmawr"
"411","Brynsadler BUASD",303039.493706734,180723.828397363,1593,1,"buasd",303039.493706734,180723.828397363,"Origin",NA,NA,"Abertillery"
"412","Buckfastleigh BUASD",273620.3441983,66017.9458619065,3029,2,"buasd",273950.422663962,66153.199667007,"town",356.714711342547,NA,"Buckfastleigh"
"413","Buckley BUASD",327268.554938057,364081.951341499,19909,13,"buasd",327903.402017851,364224.054323209,"town",650.556740134112,NA,"Buckley"
"414","Bude BUASD",221292.226637749,105995.242331009,5091,3,"buasd",220727.591304915,106313.214087674,"town",648.011648908271,NA,"Bude"
"415","Bugle BUASD",201628.218852399,59016.001870478,1870,1,"buasd",201628.218852399,59016.001870478,"Origin",NA,NA,"Abertillery"
"416","Bulkington BUASD",439054.624759131,286938.465636171,6146,4,"buasd",439054.624759131,286938.465636171,"Origin",NA,NA,"Abertillery"
"417","Burley BUASD",420981.960077983,103067.387653466,1384,1,"buasd",420981.960077983,103067.387653466,"Origin",NA,NA,"Abertillery"
"418","Burley in Wharfedale BUASD",416440.585261271,446268.424797811,5948,4,"buasd",416440.585261271,446268.424797811,"Origin",NA,NA,"Abertillery"
"419","Burnham-on-Crouch BUASD",594962.295945464,196438.585274393,7671,5,"buasd",595047.414111951,196131.328575907,"town",318.828764434279,NA,"Burnham on Crouch"
"420","Burnham-on-Sea BUASD",330990.766576268,149265.798851582,21745,13,"buasd",330375.940709847,149202.366556348,"town",618.089396526514,NA,"Burnham-on-Sea"
"421","Burnley BUASD",383479.523278408,433115.632237349,81696,56,"buasd",384028.198091992,432739.974842311,"town",664.953028045952,NA,"Burnley"
"422","Burntwood BUASD",405269.345770989,309203.977633204,28296,17,"buasd",405812.611790477,309055.259230028,"town",563.254055798469,NA,"Burntwood"
"423","Burry Port BUASD",244919.13391502,201066.68715521,4246,3,"buasd",244543.27372797,200959.937340051,"town",390.725483230244,NA,"Burry Port"
"424","Burscough BUASD",344292.594256923,411615.832989669,9182,5,"buasd",344292.594256923,411615.832989669,"Origin",NA,NA,"Abertillery"
"425","Bursledon BUASD",448100.861756026,110153.145654218,6188,4,"buasd",448482.62509019,110127.767868011,"townhall",382.60590082337,NA,"Bursledon Village Hall"
"426","Burton Latimer BUASD",489752.944780737,274544.037052394,5582,3,"buasd",490135.679032938,274801.663515782,"town",461.364175511548,NA,"Burton Latimer"
"427","Burton upon Trent BUASD",424777.184929528,323513.768914679,67508,42,"buasd",425004.394267135,322733.105183857,"town",813.05592902171,NA,"Burton-on-Trent"
"428","Bury BUASD",380095.54765994,410863.259632986,73189,47,"buasd",380877.135487106,411132.314711137,"town",826.601576730218,NA,"Bury"
"429","Bury St Edmunds BUASD",585288.062773123,264390.415754189,41113,29,"buasd",585278.305783042,264338.967492971,"town",52.3652789339618,NA,"Bury St Edmunds"
"430","Bushey BUASD",513619.04257703,195551.929433456,25763,16,"buasd",513619.04257703,195551.929433456,"Origin",NA,NA,"Abertillery"
"431","Byram BUASD",448626.989290707,425740.282628304,1866,1,"buasd",448626.989290707,425740.282628304,"Origin",NA,NA,"Abertillery"
"432","Caernarfon BUASD",248618.019668605,362698.879663181,9615,5,"buasd",248307.67518925,362614.637250973,"town",321.574998842614,NA,"Caernarfon"
"433","Caerphilly BUASD",315536.225341301,187760.561853812,40189,25,"buasd",315491.490903746,186892.788917278,"town",868.925220766879,NA,"Caerphilly"
"434","Caldecote BUASD",535192.623224273,258382.374471556,2478,1,"buasd",535192.623224273,258382.374471556,"Origin",NA,NA,"Abertillery"
"435","Callington BUASD",236176.003519086,69489.4988612833,3770,2,"buasd",236042.612984148,69530.9621144045,"town",139.686206084681,NA,"Callington"
"436","Camberley BUASD",488234.220420333,160311.101068355,37471,24,"buasd",487440.151832982,160767.841000174,"town",916.054740031617,NA,"Camberley"
"437","Camblesforth BUASD",465054.645785201,425943.072992408,2753,2,"buasd",465054.645785201,425943.072992408,"Origin",NA,NA,"Abertillery"
"438","Camborne BUASD",165233.407550703,40374.8363547399,21299,14,"buasd",164731.131709175,40084.444156007,"town",580.179842865489,NA,"Camborne"
"439","Cambridge BUASD",546301.905426083,258394.855911629,143434,82,"buasd",545216.070829596,258264.371631678,"city",1093.64661488214,NA,"Cambridge"
"440","Camden BUASD",527994.983860612,184257.150652741,220338,133,"buasd",529113.942909415,184240.798559395,"town",1119.07852443667,NA,"Camden Town"
"441","Cannock BUASD",399130.461726152,311390.508921414,65644,41,"buasd",399925.629410147,312635.793842337,"town",1477.50674446726,NA,"Hednesford"
"442","Canterbury BUASD",614899.792826484,158046.060155317,49270,29,"buasd",614916.917488924,157938.074344726,"city",109.335215518977,NA,"Canterbury"
"443","Cardiff BUASD",317878.752164339,178614.396054273,331431,205,"buasd",318211.6093453,176515.096331508,"city",2125.52422449533,NA,"Cardiff"
"444","Cardigan BUASD",218154.220699469,246470.216963699,4184,3,"buasd",217810.084242648,246189.6692042,"town",444.001065621883,NA,"Aberteifi"
"445","Carharrack BUASD",173274.353002571,41546.4306552981,1348,1,"buasd",173274.353002571,41546.4306552981,"Origin",NA,NA,"Abertillery"
"446","Carlisle BUASD",339922.848967731,555335.988298495,71658,47,"buasd",340051.289492636,555969.679704203,"city",646.576960698607,NA,"Carlisle"
"447","Carlton (Gedling) BUASD",460878.796471046,341972.078143598,48959,34,"buasd",460878.796471046,341972.078143598,"Origin",NA,NA,"Abertillery"
"448","Carlton (Suffolk Coastal) BUASD",638705.270030653,264786.167999081,1269,1,"buasd",638705.270030653,264786.167999081,"Origin",NA,NA,"Abertillery"
"449","Carnforth BUASD",349762.474411263,470217.450271885,5560,4,"buasd",349770.865923537,470535.963201853,"town",318.623451797307,NA,"Carnforth"
"450","Carnon Downs BUASD",179501.005866474,40193.9887476964,2049,1,"buasd",179501.005866474,40193.9887476964,"Origin",NA,NA,"Abertillery"
"451","Carr Hall BUASD",385070.912198889,438380.526955575,1461,1,"buasd",385070.912198889,438380.526955575,"Origin",NA,NA,"Abertillery"
"452","Carterton BUASD",428093.358517858,207211.564961236,13803,8,"buasd",428081.396442224,206812.031596693,"town",399.712397401313,NA,"Carterton"
"453","Castleford BUASD",443606.752038939,425082.349503787,38510,23,"buasd",442905.981427223,425300.387146604,"town",733.907258398458,NA,"Castleford"
"454","Caterham BUASD",533286.454931096,155917.187746321,22825,13,"buasd",534204.454960582,155403.239295438,"town",1052.07749918954,NA,"Caterham"
"455","Catsfield BUASD",572075.422359666,113751.319206094,1288,1,"buasd",572075.422359666,113751.319206094,"Origin",NA,NA,"Abertillery"
"456","Catshill BUASD",396729.701271984,273855.699841842,10416,7,"buasd",396128.596934304,274028.010130907,"townhall",625.313729655204,NA,NA
"457","Catterall BUASD",349640.008417325,442917.924164454,2594,1,"buasd",349640.008417325,442917.924164454,"Origin",NA,NA,"Abertillery"
"458","Cawston BUASD",447359.622751236,273623.352201112,1872,1,"buasd",447359.622751236,273623.352201112,"Origin",NA,NA,"Abertillery"
"459","Cefn-mawr BUASD",328246.201673162,342735.830614996,7051,4,"buasd",328246.201673162,342735.830614996,"Origin",NA,NA,"Abertillery"
"460","Chadderton BUASD",390181.447867021,404887.439311715,34490,22,"buasd",390400.801486398,405945.439549306,"town",1080.50012173799,NA,"Chadderton"
"461","Chadwell St Mary BUASD",564698.12829269,179046.834009388,9865,6,"buasd",564792.776297037,178595.237517617,"townhall",461.408318202426,NA,NA
"462","Chalfont St Giles BUASD",498933.540355498,193475.470279143,3831,2,"buasd",498933.540355498,193475.470279143,"Origin",NA,NA,"Abertillery"
"463","Chalford BUASD",389154.005176301,203328.36858255,6509,4,"buasd",389154.005176301,203328.36858255,"Origin",NA,NA,"Abertillery"
"464","Charnock Richard BUASD",355898.131354291,415411.706987374,1412,1,"buasd",355898.131354291,415411.706987374,"Origin",NA,NA,"Abertillery"
"465","Chatham BUASD",576303.79338074,164956.159005246,75315,49,"buasd",576082.155468651,163459.45208505,"town",1513.02840985787,NA,"Chatham"
"466","Cheadle BUASD",386590.575086964,388251.07483864,12934,9,"buasd",386590.575086964,388251.07483864,"Origin",NA,NA,"Abertillery"
"467","Cheadle Hulme BUASD",387315.096213363,386033.990778822,22960,16,"buasd",387315.096213363,386033.990778822,"Origin",NA,NA,"Abertillery"
"468","Chelmsford BUASD",571193.726368964,206898.77537934,108941,71,"buasd",570826.924183927,206873.881573774,"city",367.645949934908,NA,"Chelmsford"
"469","Chepstow BUASD",353176.529828131,193015.0683278,12350,7,"buasd",353379.877007818,193998.900232418,"town",1004.62694172033,NA,"Chepstow"
"470","Cherry Willingham BUASD",503029.59909254,372524.729984092,3188,2,"buasd",503029.59909254,372524.729984092,"Origin",NA,NA,"Abertillery"
"471","Chertsey BUASD",504137.758986642,166436.876077869,12065,8,"buasd",504194.940890666,166979.254848341,"town",545.384727331166,NA,"Chertsey"
"472","Chesham BUASD",496087.28109193,202414.532359608,19992,13,"buasd",495985.151147148,201750.308363483,"town",672.029792977665,NA,"Chesham"
"473","Cheshunt BUASD",534809.884043995,202997.609579523,43228,27,"buasd",534988.965957159,202327.696086821,"townhall",693.436672903326,NA,NA
"474","Chester-le-Street BUASD",427103.185078857,552900.922957309,37743,23,"buasd",427380.999024475,551141.198430153,"town",1781.51929539169,NA,"Chester-le-Street"
"475","Chester BUASD",340448.940376193,366820.639991467,86250,56,"buasd",340571.930520362,366348.431219796,"city",487.962805555551,NA,"Chester"
"476","Chesterfield BUASD",438006.362940572,371853.113850632,87595,59,"buasd",438382.620581252,371062.29928378,"town",875.761092601864,NA,"Chesterfield"
"477","Cheswick Green BUASD",412857.481061866,275844.173689051,2631,2,"buasd",412857.481061866,275844.173689051,"Origin",NA,NA,"Abertillery"
"478","Chew Moor BUASD",366918.610956107,407486.743928981,1496,1,"buasd",366918.610956107,407486.743928981,"Origin",NA,NA,"Abertillery"
"479","Chichester BUASD",486305.867067264,105140.591653843,29023,17,"buasd",486063.318442625,104816.103323361,"city",405.120367215843,NA,"Chichester"
"480","Chickerell BUASD",364710.988919382,80514.6222647254,2795,2,"buasd",364472.593039705,80656.1013443328,"town",277.216387346408,NA,"Chickerell"
"481","Chigwell BUASD",544108.080856479,192439.930219423,10780,7,"buasd",544159.248614195,193557.819970103,"town",1119.06015660723,NA,"Chigwell"
"482","Chipping Campden BUASD",415305.371599126,239253.031107162,1506,1,"buasd",415305.371599126,239253.031107162,"Origin",NA,NA,"Abertillery"
"483","Chipping Sodbury BUASD",372945.303826075,182108.271162996,4653,3,"buasd",372868.608275069,182156.915982119,"town",90.8213960009343,NA,"Chipping Sodbury"
"484","Chobham BUASD",497456.571550374,162344.591304276,3799,3,"buasd",497456.571550374,162344.591304276,"Origin",NA,NA,"Abertillery"
"485","Chorley BUASD",358329.05235921,417250.630817641,35581,21,"buasd",358495.417824966,417594.60983607,"town",382.098198523898,NA,"Chorley"
"486","Chorleywood BUASD",503565.112375029,195648.104889796,13465,9,"buasd",503565.112375029,195648.104889796,"Origin",NA,NA,"Abertillery"
"487","Christchurch BUASD",418159.087110158,93689.3612138191,55209,34,"buasd",416672.143939357,92782.4177384812,"town",1741.70791484941,NA,"Christchurch"
"488","Church BUASD",374705.161211698,429056.081868064,3747,3,"buasd",374705.161211698,429056.081868064,"Origin",NA,NA,"Abertillery"
"489","Church Village BUASD",308259.011297883,185841.272287932,13910,9,"buasd",308259.011297883,185841.272287932,"Origin",NA,NA,"Abertillery"
"490","Churchill BUASD",345272.7770827,160305.753021249,2462,2,"buasd",345272.7770827,160305.753021249,"Origin",NA,NA,"Abertillery"
"491","Churt BUASD",485719.805510438,138313.49914752,1202,1,"buasd",485719.805510438,138313.49914752,"Origin",NA,NA,"Abertillery"
"492","Cinderford BUASD",365568.07214024,213397.551619458,12262,7,"buasd",365740.314686946,214099.593522883,"town",722.862593485767,NA,"Cinderford"
"493","Cirencester BUASD",402587.120758055,201600.013231679,15574,11,"buasd",402270.817163576,202032.79450413,"town",536.04812625797,NA,"Cirencester"
"494","City of London BUASD",532370.226223902,181565.914160996,7375,6,"buasd",532489.386061499,181358.088192457,"city",239.563561702231,NA,"City of London"
"495","City of Westminster BUASD",527149.447220124,181187.253148839,219396,128,"buasd",529408.500461476,179242.674836762,"city",2980.72245589213,NA,"London"
"496","Clay Cross BUASD",439415.048041158,364043.601485338,12271,7,"buasd",439325.533676244,363289.145310143,"town",759.747946239921,NA,"Clay Cross"
"497","Claydon BUASD",613266.707036759,249971.724881934,3062,2,"buasd",613266.707036759,249971.724881934,"Origin",NA,NA,"Abertillery"
"498","Clayton-le-Moors BUASD",374880.14862077,431038.067556519,10162,6,"buasd",374440.385061488,430855.373026858,"town",476.202981133581,NA,"Clayton-le-Moors"
"499","Clayton West BUASD",425447.943603366,410763.796338839,4608,3,"buasd",425447.943603366,410763.796338839,"Origin",NA,NA,"Abertillery"
"500","Cleadon BUASD",438084.714582477,562085.434226351,4259,3,"buasd",438084.714582477,562085.434226351,"Origin",NA,NA,"Abertillery"
"501","Cleckheaton BUASD",418627.276154117,425463.911948068,11813,7,"buasd",418961.744656742,425597.154536926,"town",360.031619074732,NA,"Cleckheaton"
"502","Cleehill BUASD",359230.649005132,275011.181092862,1560,1,"buasd",359230.649005132,275011.181092862,"Origin",NA,NA,"Abertillery"
"503","Cleethorpes BUASD",530199.009427357,408094.554008809,38986,27,"buasd",530659.302738669,408537.85248374,"town",639.048879440544,NA,"Cleethorpes"
"504","Cleveleys BUASD",332089.190679012,443319.649887096,12815,9,"buasd",331536.960644229,442944.405724837,"town",667.657241873136,NA,"Cleveleys"
"505","Clifford BUASD",442798.324110712,444299.633841865,1421,1,"buasd",442798.324110712,444299.633841865,"Origin",NA,NA,"Abertillery"
"506","Clifton (Central Bedfordshire) BUASD",516433.760382847,238931.337020813,2878,2,"buasd",516433.760382847,238931.337020813,"Origin",NA,NA,"Abertillery"
"507","Clifton (City of Nottingham) BUASD",455249.91603793,334360.963381413,17680,12,"buasd",455249.91603793,334360.963381413,"Origin",NA,NA,"Abertillery"
"508","Clutton BUASD",362282.719544014,159212.960193738,1157,1,"buasd",362282.719544014,159212.960193738,"Origin",NA,NA,"Abertillery"
"509","Coalville BUASD",443461.548612702,314597.905837784,32411,20,"buasd",442365.629432618,314422.728467633,"town",1109.83150085447,NA,"Coalville"
"510","Coalway BUASD",358832.419156996,211175.913238375,2683,2,"buasd",358877.25163881,211154.21603579,"townhall",49.8068270980129,NA,"Broadwell Memorial"
"511","Coddington BUASD",482636.020193543,354691.997271233,2771,1,"buasd",482636.020193543,354691.997271233,"Origin",NA,NA,"Abertillery"
"512","Colchester BUASD",599545.73448582,224999.649735992,119859,72,"buasd",599961.20267201,225606.950231106,"town",735.817711870509,NA,"Colchester"
"513","Cold Ash BUASD",450986.235697863,169961.138316333,3458,2,"buasd",450986.235697863,169961.138316333,"Origin",NA,NA,"Abertillery"
"514","Coldeast BUASD",281673.798256367,74859.2162021771,1289,1,"buasd",281673.798256367,74859.2162021771,"Origin",NA,NA,"Abertillery"
"515","Coleford BUASD",357777.26689835,210437.198647283,5676,4,"buasd",357525.675944475,210781.643867792,"town",426.544860481728,NA,"Coleford"
"516","Coleorton BUASD",440359.241250066,317444.515853856,1652,1,"buasd",440359.241250066,317444.515853856,"Origin",NA,NA,"Abertillery"
"517","Collett's Green BUASD",382105.689076602,251055.197346834,1441,1,"buasd",382105.689076602,251055.197346834,"Origin",NA,NA,"Abertillery"
"518","Collingham BUASD",438459.778957632,445877.907963203,3024,2,"buasd",438459.778957632,445877.907963203,"Origin",NA,NA,"Abertillery"
"519","Colne BUASD",389185.526594628,440230.883275817,19481,13,"buasd",388973.258328096,440073.993422618,"town",263.955001871977,NA,"Colne"
"520","Colney Heath BUASD",520828.846824454,205859.273855041,1478,1,"buasd",520828.846824454,205859.273855041,"Origin",NA,NA,"Abertillery"
"521","Colwyn Bay BUASD",285093.696120492,378969.206247424,26646,17,"buasd",286199.925323899,378414.569635377,"town",1237.48326125763,NA,"Colwyn Bay"
"522","Colyton BUASD",324530.67782774,93548.5571980763,3165,2,"buasd",324530.67782774,93548.5571980763,"Origin",NA,NA,"Abertillery"
"523","Combe St Nicholas BUASD",330138.573645703,111264.396695157,2334,1,"buasd",330138.573645703,111264.396695157,"Origin",NA,NA,"Abertillery"
"524","Congresbury BUASD",343982.468538043,163641.440020118,3497,2,"buasd",343982.468538043,163641.440020118,"Origin",NA,NA,"Abertillery"
"525","Connah's Quay BUASD",328881.13989671,369151.329850701,16774,11,"buasd",328908.842886147,369736.511472752,"town",585.836996449954,NA,"Connah's Quay"
"526","Consett BUASD",410646.807377361,551120.09730956,21757,12,"buasd",410796.359072833,550799.102346638,"town",354.123531892397,NA,"Consett"
"527","Cookham BUASD",488402.282817705,184979.971216126,5437,3,"buasd",488402.282817705,184979.971216126,"Origin",NA,NA,"Abertillery"
"528","Copmanthorpe BUASD",456637.987012401,446928.540265704,4173,3,"buasd",456637.987012401,446928.540265704,"Origin",NA,NA,"Abertillery"
"529","Coppull BUASD",356359.103118612,414196.070449153,7959,5,"buasd",356359.103118612,414196.070449153,"Origin",NA,NA,"Abertillery"
"530","Copthorne BUASD",531671.360259685,139186.721767322,5092,3,"buasd",531671.360259685,139186.721767322,"Origin",NA,NA,"Abertillery"
"531","Corby BUASD",487620.461787043,288308.779959572,54927,37,"buasd",488265.67219579,288538.128003506,"town",684.760539759951,NA,"Corby"
"532","Corsham BUASD",386224.063104631,169962.522430569,11799,6,"buasd",387097.88661921,170163.018091002,"town",896.530001998423,NA,"Corsham"
"533","Cosby BUASD",454729.982916724,295215.59513678,3159,2,"buasd",454729.982916724,295215.59513678,"Origin",NA,NA,"Abertillery"
"534","Coseley BUASD",393827.016108717,293434.285152874,24114,16,"buasd",393827.016108717,293434.285152874,"Origin",NA,NA,"Abertillery"
"535","Costessey BUASD",617105.831109121,311682.006624799,2998,2,"buasd",617105.831109121,311682.006624799,"Origin",NA,NA,"Abertillery"
"536","Cottingham BUASD",504446.779093145,432751.041841633,14893,10,"buasd",504446.779093145,432751.041841633,"Origin",NA,NA,"Abertillery"
"537","Coventry BUASD",433604.363866086,279743.044522463,316248,194,"buasd",433397.385092319,279021.065960776,"city",751.061419809151,NA,"Coventry"
"538","Cowes BUASD",449018.497376669,95193.6251253346,14398,9,"buasd",449570.205840681,96204.0732396311,"town",1151.25480279047,NA,"Cowes"
"539","Craghead BUASD",421316.950823179,551004.218682083,1547,1,"buasd",421316.950823179,551004.218682083,"Origin",NA,NA,"Abertillery"
"540","Cramlington BUASD",426661.909785015,577124.689651023,26769,18,"buasd",426661.909785015,577124.689651023,"Origin",NA,NA,"Abertillery"
"541","Cranbrook BUASD",577555.790975327,135997.650146442,4131,3,"buasd",577397.595922467,136075.626731962,"town",176.36899568455,NA,"Cranbrook"
"542","Cranleigh BUASD",506093.426026736,139257.543222794,10692,7,"buasd",506093.426026736,139257.543222794,"Origin",NA,NA,"Abertillery"
"543","Crawley BUASD",527003.339203995,136281.909988162,106597,66,"buasd",527493.549877067,136135.656773659,"town",511.562808212749,NA,"Crawley"
